event-id,visible,timestamp,location-long,location-lat,behavioural-classification,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
1716011,true,2003-04-13 20:45:00.000,-54.4508801348829,-25.6864422793821,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716012,true,2003-04-13 20:48:00.000,-54.4509542989087,-25.6864032811541,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716013,true,2003-04-13 20:51:00.000,-54.4509557240295,-25.68633636133,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716014,true,2003-04-13 20:54:00.000,-54.4510310279464,-25.6862438308015,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716015,true,2003-04-13 20:57:00.000,-54.4511790693483,-25.686179230702,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716016,true,2003-04-13 21:00:00.000,-54.4513403484909,-25.6861817795479,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716017,true,2003-04-13 21:01:00.000,-54.4515312350954,-25.6861714080942,"fruit foraging","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716018,true,2003-04-13 21:27:00.000,-54.4515312350954,-25.6861714080942,"fruit foraging","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716019,true,2003-04-13 21:35:00.000,-54.4516315876665,-25.686280104261,"","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
1716020,true,2003-04-13 21:44:00.000,-54.4521441784407,-25.6863149822814,"sleep","radio-transmitter","Nasua nasua","#433450","PSG","South American Coati, Nasua nasua, Argentina, Hirsch Ph.D. work"
